"id","amount","interestRate","status","borrowerAddress","lenderAddress"
"134",1000000,19.5,"FundTransferred","0xfef178223761ae8c347f9fdf6e283f0e04ffa428c7d3c1399f5e225b19094e20","0xb89bdba27ccb5551694acf6e795eaa62610347b3e1238e0e8d4de497d1e1e729"
"135",1000000,19,"BorrowerPaid","0xfef178223761ae8c347f9fdf6e283f0e04ffa428c7d3c1399f5e225b19094e20","0xb89bdba27ccb5551694acf6e795eaa62610347b3e1238e0e8d4de497d1e1e729"
"136",2000000,20,"FundTransferred","0xb89bdba27ccb5551694acf6e795eaa62610347b3e1238e0e8d4de497d1e1e729","0x7d8e23c6ca764d6012310907a2b5b936e127ef93547ae8a7424cea776e90772b"
"133",1000000,19.89,"BorrowerPaid","0xbaab5810f2d41e8d60ad9f4bd29a35120afaaa8e53cf3271422e050778fa1c1d","0xb89bdba27ccb5551694acf6e795eaa62610347b3e1238e0e8d4de497d1e1e729"
